 No. x y RA Dec SNR flag
          73   1231.52588       3057.05176       133.927765      -4.60698748       861.185059       0.00000000    
          74   1632.77747       3067.06641       133.907150      -4.60676479       657.657654       0.00000000    
          75   194.235977       3059.85254       133.980911      -4.60605907       104.352516       0.00000000    
          76   234.813065       3078.31689       133.978836      -4.60514402       239.649414       0.00000000    
          77   1168.59912       3093.53711       133.930984      -4.60506916       207.936096       0.00000000    
          78   1580.05408       3281.17920       133.909851      -4.59573269       198.821350       0.00000000    
          79   1879.78430       3293.55103       133.894440      -4.59530783       375.743744       0.00000000    
          80   810.733093       3289.63965       133.949341      -4.59474134       152.882294       0.00000000    
          81   994.953552       3291.63574       133.939896      -4.59477425       121.908195       0.00000000    
          82   1535.17981       3502.18384       133.912155      -4.58434725       156.550247       0.00000000    
          83   1642.97729       3554.73828       133.906616      -4.58172083       159.203644       0.00000000    
          84   226.000488       3567.75317       133.979294      -4.58003330       807.601746       0.00000000    
          85   741.657532       3561.47021       133.952881      -4.58073568       301.348663       0.00000000    
          86   1315.17285       3991.72095       133.923431      -4.55902863       341.000793       0.00000000    
          87   92.6072235       3808.08325       133.986115      -4.56759739       295.124512       0.00000000    
          88   1243.24023       3731.12622       133.927139      -4.57237720       222.086197       0.00000000    
          89   1707.06311       4551.07471       133.903229      -4.53049707       285.339966       0.00000000    
          90   1276.97046       4423.27051       133.925354      -4.53679848       302.194458       0.00000000    
          91   876.434937       4259.01660       133.945938      -4.54498148       116.676605       0.00000000    
          92   1233.83716       4465.20215       133.927567      -4.53461170       109.119568       0.00000000    
          93   625.973694       3688.12866       133.958801      -4.57414722       867.288513       0.00000000    
          94   713.869812       4323.79199       133.954269      -4.54153872       306.965790       0.00000000    
          95   1014.84381       4337.99121       133.938828      -4.54101276       214.559006       0.00000000    
          96   760.263306       4296.24854       133.951889      -4.54298687       483.477600       0.00000000    
          97   330.219574       3873.58984       133.973953      -4.56440783       129.711807       0.00000000    
          98   109.764748       4517.62695       133.985214      -4.53115416       523.009216       0.00000000    
